"image","name","oldPrice","currentPrice","CPU","RAM","Ổ cứng","Card","M.Hình","Optional","Card rời"
"https://laptop88.vn/media/product/7908_asus_rog_flow_x16_2023_thinkpro_01.png","[New 100%] Laptop Gaming ASUS ROG FLOW X16 2023 - Intel core i9 13900H| RTX 4070 | 16 Inch QHD 100% DCI-P3 240Hz","","Liên Hệ","","DDR5","SSD up to 2TB","RTX 4070","100%DCI-P3 240Hz",,
"https://laptop88.vn/media/product/7906_","[New 100%] Laptop HP OMEN 16-wf0129TX 8W943PA - Intel i9 - 13900HX | 32GB | 1TB | RTX 4070 | 16 inch 2K 100% sRGB 240Hz","69.990.000đ","65.990.000 đ","","32GB DDR5","SSD 1TB NVMe","Nvidia RTX 4070 8GB","16 2K 100% sRGB 240Hz",,
"https://laptop88.vn/media/product/7903_","[New 100%] Macbook Pro M2 Max 2023 - 12 Core GPU | 14 Inch Retina","","Liên Hệ","","DDR5","SSD","","13.6"" Retina",,
"https://laptop88.vn/media/product/7902_","[New 100%] Macbook Air M3 2023 - 10 Core GPU | 13.6 Inch Retina","","Liên Hệ","","DDR5","SSD","","13.6"" Retina",,
"https://laptop88.vn/media/product/7901_","[New 100%] Macbook Pro M2 Pro 2023 - 12 Core GPU | 14 Inch Retina","","Liên Hệ","","DDR5","SSD","","13.6"" Retina",,
"https://laptop88.vn/media/product/pro_poster_7893.jpg","[New 100%] Laptop LG Gram Style 14 2023 14Z90RS-G.AH54A5 | Intel Core i5-1340P | 16GB | 512GB | 14 Inch 2K+ 100% DCI-P3 90Hz","38.990.000đ","37.290.000 đ","","16GB LPDDR5","SSD 512GB","Intel Iris Xe Graphics","14"" 2K+ 100%DCI-P3 90Hz",,
"https://laptop88.vn/media/product/pro_poster_7892.jpg","[New 100%] Laptop LG Gram Ultraslim 16 2023 16Z90RS-G.AH54A5 - i5-1340P | 16GB | 512GB | 16 inch 2K","43.990.000đ","42.990.000 đ","i5 - 1340P","16GB ","SSD 512GB NVMe","Iris Xe Graphics","16 inch 2K",,
"https://laptop88.vn/media/product/7888_razer_blade_18_2023.png","[New 100%] Laptop Gaming Razer Blade 18 2023 | Intel i9 - 13950Hx | RTX 4090 | 32Gb | 2TB | 18 inch QHD+","","Liên Hệ","","32 DDR5 5600","2TB SSD NVMe","RTX 40 series","18 inch",,
"https://laptop88.vn/media/product/7887_razer_blade_16_2023_03.png","[New 100%] Laptop Gaming Razer Blade 16 2023 | Intel i9 - 13950Hx | RTX 4090 | 32Gb | 2TB | 16 inch UHD+","","Liên Hệ","","32 DDR5 5600","2TB SSD NVMe","RTX 40 series","16 inch",,
"https://laptop88.vn/media/product/7885_dell_alienware_m18_2023__01.png","[New 100%] Laptop Gaming Dell Alienware M18 2023","","Liên Hệ","","DDR5","SSD NVMe","RTX 40 series","18 inch",,
"https://laptop88.vn/media/product/7884_dell_alienware_m16_2023_01.png","[New 100%] Laptop Gaming Alienware M16 2023","","Liên Hệ","","DDR5","SSD NVMe","RTX 40 series","16 inch",,
"https://laptop88.vn/media/product/7883_csm_alienware_x16_02_159aeeb2fb_1536x1146.png","[New 100%] Laptop Gaming Alienware X16 R1 2023 - Intel | 16 inch ","","Liên Hệ","","LPDDR5","SSD NVMe","RTX 40 series","16 inch 165Hz/240Hz",,
"https://laptop88.vn/media/product/7882_dell_alienware_x14_r2.png","[New 100%] Laptop Gaming Alienware X14 R2 2023 - Intel | 14 inch 165Hz","","Liên Hệ","","DDR5","SSD NVMe","RTX 40 series","14 inch 165Hz",,
"https://laptop88.vn/media/product/7881_helios_18_1.PNG","[New 100%] Laptop Gaming Acer Predator Helios 18 2023 PH18-71-94SJ - Intel Core i9 - 13900HX | RTX4080 | 32GB | 2TB | 18 Inch 2k 240Hz","132.990.000đ","126.990.000 đ","","32GB DDR5 5600","1Tb+1Tb RAID","RTX 4080","18"" 2K, 240Hz",,
"https://laptop88.vn/media/product/7880_acer_swift_go_16.jpg","[New 100%] Laptop Acer Swift Go 16 - Intel Gen 13 | 16 inch OLED 100% DCI - P3","","Liên Hệ","","DDR5","SSD NVMe","Iris Xe Graphics","14"" OLED 100% DCI -P3",,
"https://laptop88.vn/media/product/7879_acer_swift_go_14__01.png","[New 100%] Laptop Acer Swift Go 14 - Intel Gen 13 | 14 inch OLED 100% DCI - P3","","Liên Hệ","","DDR5","SSD NVMe","Iris Xe Graphics","14"" OLED 100% DCI -P3",,
"https://laptop88.vn/media/product/7876_44378_laptop_acer_predator_helios_16_ph16_71_94n1.jpg"," [New 100%] Laptop gaming ACER Predator Helios 16 PH16-71-94N1 - Intel Core i9 - 13900HX | RTX4080 12GB | 16 Inch 2k","149.990.000đ","124.990.000 đ","","32GB DDR5 5600","1T+1T RAID","Nvidia RTX 4080 12GB","16"" 2K",,
"https://laptop88.vn/media/product/7869_scar_18_e1672832298197.jpg","[New 100%] Laptop Asus ROG Strix SCAR 18 G834JY-N6039W - Intel Core i9 - 13980HX | RTX 4090 16GB | 18 Inch QHD+ 240Hz","129.990.000đ","112.990.000 đ","","64GB DDR5","SSD 2TB NVMe","Nvidia RTX 4090 16GB","18"" QHD+ 240Hz",,
"https://laptop88.vn/media/product/7868_40948_laptop_asus_rog_strix_scar_17_g733zx_ll016w__1_.jpg","[New 100%] Laptop Asus ROG Strix SCAR 16 G634JZ-N4029W - Intel Core i9 - 13980HX | RTX 4080 | 16 Inch QHD","109.000.000đ","86.490.000 đ","","16GB DDR5","SSD 1TB NVMe","Nvidia RTX 4080","16"" QHD",,
"https://laptop88.vn/media/product/7863_6927_nitro5_an515_58_wallpaper_win11_rgbkb_light_on_black_01_min.png","Laptop Cũ Acer Nitro 5 AN515-58 - Intel Core i7 - 12700H | RTX 3050Ti 4GB | 15.6 Inch Full HD 144Hz","","18.990.000 đ","","","SSD 512GB NVMe","Nvidia RTX 3050Ti","15.6"" Full HD 144Hz",,
"https://laptop88.vn/media/product/7840_22498_laptop_hp_pavilion_15_eg2086tu_7c0q8pa.jpg","[New 100%] Laptop HP Pavilion 15-eg2082TU 7C0Q5PA -  Intel Core i5 - 1240P | 15.6 Inch Full HD","","Liên Hệ","i5 - 1240P","8GB DDR4","SSD 512GB","Intel Iris Xe","15.6"" Full HD ",,
"https://laptop88.vn/media/product/pro_poster_7827.jpg","[New 100%] Dell XPS 13 9315-F4GH8 Mới - i5-1230U | 13.4"" Full HD+","26.990.000đ","22.590.000 đ","i5 - 1230U","8GB LPDDR5","SSD 512GB NMVe","Intel Iris Xe Graphics","13.4"" Full HD+",,
"https://laptop88.vn/media/product/7822_11772_asus_tuf_dash_f15_fx517_black__4.jpg","[New 100%] Laptop Asus TUF FX517ZR-HN086W - Intel Core i7 - 12650H | RTX 3070 8GB GDDR6 | 15.6 Inch Full HD 144Hz","","Liên Hệ","i7 - 12650H","8GB DDR5","SSD 512GB NMVe","Nvidia RTX 3070 GDDR6","15.6"" Full HD 144Hz",,
"https://laptop88.vn/media/product/pro_poster_7811.jpg","[New 100%] Laptop ASUS VivoBook 15 X1502ZA-E8690W - Intel Core i3 - 1220P | 15.6 Inch Full HD [2022]","","Liên Hệ","i3 - 1220P","8GB DDR4","SSD 256GB","Intel® UHD Graphics","15.6"" Full HD",,
"https://laptop88.vn/media/product/7785_7375_dell_inspiron_5310____nh_ch__nh_bzgdak.jpg","Laptop Cũ Dell Inspiron 5310 - Intel Core i5 - 11320H | 8GB | 13.3 inch 2K","","Liên Hệ","i5 - 11320H","8GB DDR4","SSD 512GB","Intel Iris Xe Graphics","13.3"" 2K",,
"https://laptop88.vn/media/product/7741_a8x5s2208260wf2iqa5.jpg","[Mới 100% Full Box] Laptop Lenovo Ideapad Gaming 3 15ACH6 82K201XCUS - AMD Ryzen 5 - 5600H | RTX 3050 Ti | 15.6 Inch Full HD 120Hz","18.990.000đ","17.090.000 đ","","8GB DDR4","SSD 256GB NVMe","Nvidia RTX 3050 Ti","15.6"" FHD 120Hz",,
"https://laptop88.vn/media/product/7732_hp_elite_book_840_g7_core_i5_i7_3.jpg","Laptop Cũ HP Elitebook 840 G7 - Intel Core i7 - 10610U | 16GB | 14 Inch Full HD","15.990.000đ","10.990.000 đ","","16GB DDR4","SSD 256GB NMVe","","14 inch Full HD",,
"https://laptop88.vn/media/product/7728_original__40639.jpg","[New Outlet] Laptop Dell Latitude 9420-5J19C - Intel Core i7 - 1185G7 | 14 Inch WUXGA","23.990.000đ","19.990.000 đ","i7 - 1185G7","16GB DDR4","SSD 256GB","Intel Iris Xe Graphics","14"" WUXGA",,
"https://laptop88.vn/media/product/7726_unnamed.png","[New 100%] Laptop Asus Vivobook M1603QA-MB123W - AMD Ryzen 5 - 5600H | 16 Inch WUXGA","","Liên Hệ","","8GB DDR4","SSD 512GB NVMe","","16"" WUXGA",,
"https://laptop88.vn/media/product/pro_poster_7723.jpg","Laptop Cũ LG Gram 2 in 1 16T90Q-K.AAC7U1 - Intel Core i7 - 1260P | 16 Inch 2K WQXGA","24.990.000đ","17.990.000 đ","","16GB LPDDR5","SSD 512GB NMVe","Intel UHD | Iris Xe","16"" 2K WQXGA ",,
"https://laptop88.vn/media/product/7718_46048_inspiron_5410_fhd_ha5.jpg","[New 100%] Laptop Dell Inspiron 5410 - Intel Core i5 - 11320H | 14 Inch Full HD","","Liên Hệ","i5 - 11320H","16GB DDR4","SSD 512GB","Intel VGA","14"" Full HD",,
"https://laptop88.vn/media/product/7693__0005_asus_rog_flow_x13_gv301rc_lj050w.jpg","[New 100%] Laptop Asus ROG Flow X13 GV301RC-LJ050W - AMD Ryzen 7 - 6800HS | RTX3050 4GB | 13.4 Inch WUXGA","","Liên Hệ","","16GB LPDDR5 ","SSD 512GB NVMe","","13.4"" WUXGA 120Hz",,
"https://laptop88.vn/media/product/7691_11073_asus_rog_flow_z13_gz301_10.jpg","[New 100%] Laptop ASUS ROG Flow Z13 GZ301ZE-LD6688W - Intel Core i9 - 12900H | RTX3050Ti 4GB | 13.4 Inch WUXGA","56.990.000đ","47.490.000 đ","","16GB DDR5","SSD 1TB NMVe","","13.4"" 120Hz 100% sRGB",,
"https://laptop88.vn/media/product/7689_7561_3ee50fbc_33cb_4475_992b_a6e85d1351f6_685e58ebec6a1d64a70d5fa2d04d30bf.jpeg","[New 100%] Laptop ASUS ROG Strix G713RW-LL178W - AMD Ryzen 9 - 6900HX | RTX3070 Ti 4GB | 17.3 Inch WQHD 240Hz","65.990.000đ","42.690.000 đ","","32GB DDR5","SSD1TB PCIE","","17.3"" WQHD 240Hz",,
"https://laptop88.vn/media/product/pro_poster_7681.jpg","[New 100%] Laptop Dell INSPIRON 3520 N3520 i3U082W11BLU - Intel Core i3 - 1215U | 15.6 Inch Full HD 120Hz","","Liên Hệ","","8GB DDR4","SSD 256GB NVMe","","15.6"" Full HD 120Hz",,
"https://laptop88.vn/media/product/pro_poster_7672.jpg","[New 100%] Laptop HP Pavilion 15-EG2038TX 6K784PA - Intel Core i5 - 1235U | MX 550 2GB | 15.6 Inch Full HD","","Liên Hệ","","8GB DDR4","SSD 256GB NMVe","","15.6"" Full HD",,
"https://laptop88.vn/media/product/pro_poster_7671.jpg","[New 100%] Laptop Gaming ASUS TUF Gaming A15 FA506ICB-HN355W - AMD Ryzen 5 - 4600H | RTX 3050 4GB | 15.6 Inch Full HD 144Hz","","Liên Hệ","","8GB DDR4","SSD 512GB NVMe","","15.6"" Full HD 144Hz",,
"https://laptop88.vn/media/product/7644_fde2ff75_f884_4ddf_9723_150f2f1c9116_5095ada79456cdff0c9ae5bc04154db6.jpeg","[New 100%] Laptop Asus Vivobook S513UA DS51 - AMD Ryzen 5 - 5500U | 15.6 Inch Full HD","","Liên Hệ","","8GB DDR4","SSD 512GB NVMe","","15.6"" Full HD",,
"https://laptop88.vn/media/product/7641_12_5_29.jpg","[New 100%] Laptop Asus ROG Strix SCAR 15 G533ZM-LN013W - Intel Core i7 - 12700H | RTX 3060 6GB | 15.6 Inch WQHD","50.990.000đ","41.990.000 đ","","16GB DDR5","SSD 1TB M.2 NVMe","","15.6"" WQHD 240Hz",,
"https://laptop88.vn/media/product/7633_34_235_732_v02.jpg","[New 100%] Laptop Asus Zenbook UX325EA ES71 - Intel Core i7 1165G7 | 13.3 Inch Full HD OLED","","Liên Hệ","Core i7 - 1165G7","8GB LPDDR4","SSD 512GB NVMe","","",,
"https://laptop88.vn/media/product/pro_poster_7583.jpg","[New 100%] Laptop Dell Inspiron 16 5620 R1605SDCXM888 - Intel Core i5 - 1240P | 16GB | 16 Inch Full HD+","19.990.000đ","14.790.000 đ","i5 - 1240P","16GB ","SSD 512GB","Intel Iris Xe","16"" Full HD+",,
"https://laptop88.vn/media/product/7576_images__13_.jpg","Laptop Cũ Dell Latitude 5510 - Intel Core i7 | 15 nch Full HD","","Liên Hệ","i7-10810U","8GB DDR4","SSD 256GB","UHD Graphics 630","15.6"" Full HD",,
"https://laptop88.vn/media/product/pro_poster_7558.jpg","[New Outlet] Laptop Lenovo IdeaPad 5 Pro 16ACH6 82L500F5US - AMD Ryzen 5-5600H | 16 Inch WQXGA  100% sRGB","19.990.000đ","12.990.000 đ","","8GB DDR4","SSD 512GB","AMD Radeon Vega","16"" WQXGA 100% sRGB",,
"https://laptop88.vn/media/product/pro_poster_7545.jpg","[New 100%] Laptop Dell Vostro 13 5310 - Intel Core i5 - 11320H | 13.3 Inch 2K ","19.990.000đ","15.590.000 đ","i5 - 11320H","16GB ","SSD 512GB","Intel Iris Xe","13.3"" 2K 100% sRGB",,
"https://laptop88.vn/media/product/7527_6719_6518_hp_250_g8_389x8pa_2.jpg","[New Outlet] Laptop HP 250 G8 2R9H2EA - Intel Core i3 - 1005G1 | 15.6 Inch HD","10.390.000đ","7.990.000 đ","i3 - 1005G1","4GB DDR4","SSD 256GB NVMe","Intel UHD Grapchis","15.6 Inch HD",,
"https://laptop88.vn/media/product/7519_33333.jpg","[New 100%] Dell Vostro 5510-R2501A - Intel Core i5 - 11320H | 15.6 Inch Full HD","","Liên Hệ","","8GB DDR4","SSD 256GB ","","15.6"" Full HD",,
"https://laptop88.vn/media/product/7518_22.png","[New 100%] Laptop Asus Vivobook 14 X1402ZA-EK085W - Intel Core i5 - 1240P | 8GB | 512GB | 14 Inch Full HD","","Liên Hệ","","8GB DDR4","SSD 512GB NVMe","","14.0"" Full HD",,
"https://laptop88.vn/media/product/7517_22.png","[New 100%] Laptop Asus Vivobook 14 X1402ZA-EK232W - Intel Core i3 | SSD 512GB | 14 Inch Full HD","","Liên Hệ","","4GB DDR4","SSD 512GB NVMe","","14"" Full HD",,
"https://laptop88.vn/media/product/pro_poster_7507.jpg","[New 100%] Laptop Dell XPS 17 9720 - Intel Core i9-12900HK | RTX 3060 | 17 inch 4K","","Liên Hệ","i9 - 12900HK","64GB DDR4","SSD 1TB"," Nvidia RTX 3060","17"" 4K Touch",,
"https://laptop88.vn/media/product/7504_laptop_dell_vostro_5320_v3i7007w1.jpg","[New 100%] Laptop Dell Vostro 5320 V3I7007W (2022) - Intel Core i7 1260P | 13.3 Inch QHD","","Liên Hệ","","16GB ","SSD 512GB ","","13.0"" QHD",,
"https://laptop88.vn/media/product/7503_laptop_dell_inspiron_t7420_n4i5021w_core_i5_1235u__8gb__512gb__intel_iris_xe__14_inch_fhd__win_11__office__bc_3.jpg","[New 100%] Laptop Dell Inspiron 14 T7420 N4I5021W 2 in1 (2022) - Intel Core i5-1235U | 14 inch FHD Touch","","Liên Hệ","","8GB DDR4","SSD 512GB","","14.0"" FHD Touch",,
"https://laptop88.vn/media/product/7480_asus_zenbook_14x_oled_ux5401zas_kn095w_1.png","[New 100%] Laptop Asus UX5401ZAS-KN130W - Intel Core i5-12500H | 16GB DDR5 | 512GB | 14inch WQHD | OLED","","Liên Hệ","i5 - 12500H","16GB DDR5","SSD 512GB","","14"" WQHD, OLED",,
"https://laptop88.vn/media/product/pro_poster_7478.jpg","[New 100%] Laptop Asus Vivobook 15 OLED M1503QA-L1028W - AMD Ryzen 5 5600H | 8GB DDR4 | 512GB | 15.6"" FHD OLED [2022]","","Liên Hệ","R5 - 5600H","8GB DDR4","SSD 512GB","AMD Radeon Graphics","15.6"" FHD 100%DCI-P3",,
"https://laptop88.vn/media/product/pro_poster_7476.jpg","[New 100%] Laptop HP Pavilion 15-EG2062TU 6K790PA - Intel Core i3-1215U [2022]| 15.6 Inch Full HD","","Liên Hệ","Intel Core i3-1215U","8GB DDR4","SSD 256GB","Intel UHD Graphics","15.6"" Full HD",,
"https://laptop88.vn/media/product/pro_poster_7473.jpg","[New Outlet] Laptop Dell Precision 5570 - Intel Core i7-12800H | RAM 32GB | RTX A1000 | 15.6 Inch Full HD+","59.990.000đ","39.990.000 đ","i7 - 12800H","32GB DDR5","SSD 1TB","Nivida RTX A1000","15.6' Full HD+",,
"https://laptop88.vn/media/product/7464_10749_lenovo_legion_5_15arh7_82re0035vn_1.jpg","[New 100%] Laptop LENOVO Legion 5 15ARH7 82RE0035VN 2022 - AMD Ryzen 7 6800H | 8GB | RTX 3050 | 15.6 inch FHD 165Hz","","Liên Hệ","AMD R7 - 6800H","8GB DDR5","SSD 512GB NVMe","Nvidia RTX 3050","15.6"" 165Hz 100%sRGB",,
"https://laptop88.vn/media/product/7445_anb______ng_h____lenovo_ideapad_gaming_3_2022_15iah7.jpg","[New 100%] Laptop Lenovo Ideapad Gaming 3 2022 15IAH7 82S90086VN - Intel Core i5-12500H | RTX 3050Ti | 15.6 Inch 120Hz","","Liên Hệ","Intel Core i5-12500H","16GB DDR4","SSD 512GB NVMe","Nvidia RTX 3050Ti","15.6"" Full HD 120Hz",,
"https://laptop88.vn/media/product/7440_19_2_118.jpg","[New 100%] Laptop Lenovo Ideapad 3 15IAU7 82RK001NVN Core i3-1215U | 512GB NVMe | 15.6 Inch FHD","","Liên Hệ","Intel Core i3-1215U","8GB DDR4","SSD 512GB NVMe","Intel UHD Graphics","15.6"" Full HD",,
"https://laptop88.vn/media/product/7438_11.jpg","[New 100%] Laptop Gaming GIGABYTE AERO 16 XE5-73VN938AH - Intel Core i7-12700H - RTX 3070Ti 8GB","","66.990.000 đ","Intel Core i7-12700H","16GB DDR4","SSD 2TB NVMe","Nvidia RTX 3070Ti","16"" UHD+ AMOLED",,
"https://laptop88.vn/media/product/7422_21729_lenovo_ideapad_slim_3_14aba7_82rm003uvn_3.jpg","[New 100%] Laptop Lenovo IdeaPad 3 14ABA7 82RM003UVN (2022) - AMD Ryzen 7-5825U","","Liên Hệ","Ryzen 7-5825U","8GB DDR4","SSD 512GB NVMe","Radeon Graphics","14 Inch Full HD",,
"https://laptop88.vn/media/product/7415_4.png","[New 100%] Laptop Asus Zenbook UX5401ZAS-KN070W (2022) - Intel Core i7 12700H","","Liên Hệ","Intel Core i7-12700H","16GB DDR5","SSD 1TB NVMe","Intel Iris Xe Graphics","14"" 2.8K OLED 100% sRGB",,
"https://laptop88.vn/media/product/pro_poster_7412.jpg","[New 100%] Laptop Asus Zenbook UX3402ZA-KM218W (2022) - Intel Core i5-1240P","","Liên Hệ","Intel Core i5-1240P","8GB DDR4","SSD 512GB NVMe","Intel Iris Xe Graphics","14"" 2K OLED ",,
"https://laptop88.vn/media/product/pro_poster_7394.jpg","[New 100%] Laptop HP Pavilion X360 14-EK0057TU 6K7E0PA - Intel Core i5-1235U | 14 Inch Full HD [2022]","22.990.000đ","19.490.000 đ","Intel Core i5-1235U","8GB DDR4","SSD 512GB NVMe","Intel Iris Xe Graphics","14"" Full HD",,
"https://laptop88.vn/media/product/pro_poster_7393.jpg","[New 100%] Laptop HP Pavilion 15 EG2056TU 6K786PA / EG2057TU 6K787PA - Intel Core i5-1240p | 15.6 Inch Full HD [2022]","","Liên Hệ","i5 - 1240p","8GB DDR4","SSD 512GB","Intel Iris Xe","15.6"" Full HD",,
"https://laptop88.vn/media/product/pro_poster_7391.jpg","[New 100%] Laptop HP Pavilion 15-EG2063TU 6K791PA - Intel Core i3-1215U | 15.6 inch Full HD [2022]","","Liên Hệ","","8GB DDR4","SSD 256GB NVMe","","15.6"" Full HD",,
"https://laptop88.vn/media/product/pro_poster_7390.jpg","[New 100%] Laptop HP Pavilion 14 DV2033TU 6K769PA / DV2034TU 6K770PA - Intel Core i5-1235U | 14 Inch Full HD [2022]","","Liên Hệ","","8GB DDR4","SSD 512GB","","14.0"" Full HD",,
"https://laptop88.vn/media/product/pro_poster_7389.jpg","[New 100%] Laptop HP Pavilion 14 DV2036TU 6K772PA / DV2035TU 6K771PA - Intel Core i5-1235U | 14 Inch Full HD [2022] ","","Liên Hệ","","8GB DDR4","SSD 256GB","","14.0"" Full HD",,
"https://laptop88.vn/media/product/pro_poster_7361.jpg","[New 100%] Laptop Lenovo IdeaPad 5 Pro 16ACH6 82L500WKVN - AMD Ryzen 5 | GTX 1650 | 16 Inch 2K 100% sRGB","","Liên Hệ","","16GB DDR4","SSD 512GB","Nvidia GTX 1650","16"" WQXGA 100% sRGB",,
"https://laptop88.vn/media/product/pro_poster_7318.jpg","[New 100%] Laptop Asus Zenbook Q409ZA-90NB0WC1 (2022) - Intel Core i5 1240P | Màn Oled 100% DCI-P3","18.990.000đ","14.590.000 đ","","8GB LPDDR5","SSD 256GB NVMe","","14.0"" OLED 2.8K",,
"https://laptop88.vn/media/product/7312_21563_asus_rog_zephyrus_g14_ga402rj_l8030w.jpg","[New 100%] Laptop ASUS ROG Zephyrus G14 GA402RJ-L8030W - AMD Ryzen 7 6800HS | RX 6700S 8GB | RAM DDR5 | 14 Inch 2K 120Hz","","Liên Hệ","","16GB DDR5","SSD 1TB NVMe","AMD Radeon RX 6700S","15.6"" WQHD 120Hz",,
"https://laptop88.vn/media/product/7310_21574_laptop_asus_zenbook_4_flip_oled_up5401za_kn005w_14.jpg","[New 100%] Laptop ASUS Zenbook 14 Flip OLED UP5401ZA-KN005W - Intel Core i5 - 12500H | Intel Iris Xe Graphics | 14 inch 90Hz","","Liên Hệ","","8GB LPDDR5","SSD 512GB NVMe","","14.0"" 2.8K 90Hz",,
"https://laptop88.vn/media/product/pro_poster_7277.jpg","[New 100%] Laptop Asus Vivobook 15 X1502ZA-BQ127W - Intel Core i5-1240P [2022]","","Liên Hệ","","8GB DDR4","SSD 512GB NVMe","","",,
"https://laptop88.vn/media/product/7243_ideapad_gaming_3_8_compressed_600x600.jpg","[New Outlet] Laptop Lenovo Ideapad Gaming 3 15IHU6 82K100LNUS - Intel Core i5 11300H | GTX 1650 | 15.6 Inch 120Hz","19.990.000đ","14.990.000 đ","","8GB DDR4","SSD 256GB NVMe","Nvidia GTX 1650","15.6"" Full HD 120Hz",,
"https://laptop88.vn/media/product/7220_46796_ux482_ha1.jpg","[New 100%] Laptop Asus ZenBook Duo 14 UX482EA-KA397W - Intel Core i5","","Liên Hệ","","8GB DDR4","SSD 512GB NVMe","","14.0"" Full HD",,
"https://laptop88.vn/media/product/7204_anb___asus_tuf_gaming_f15.jpg","[New 100%] Laptop Asus TUF Gaming F15 FX507ZM-HN123W - Intel i7-12700H | 16GB DDR5 | RTX 3060 | 15.6 Inch 144Hz","","Liên Hệ","","16GB DDR5","SSD 512GB NVMe","Nvidia RTX 3060","15.6"" Full HD 144Hz",,
"https://laptop88.vn/media/product/7200_21554_laptop_asus_rog_zephyrus_g15_ga503rm_ln006w.jpg","[New 100%] Laptop Asus ROG Zephyrus G15 GA503RM-LN006W - AMD Ryzen 7 6800HS | RTX 3060 | RAM DDR5 | 15.6 Inch 240Hz 100% sRGB","","Liên Hệ","","16GB DDR5","SSD 256GB NVMe","Nvidia RTX 3060","15.6"" 2K 240Hz",,
"https://laptop88.vn/media/product/7110_2_64_73.jpg","[New 100%] Asus Zenbook 14X UM5401QA-KN209W - AMD Ryzen 5-5600H | 14 inch 2.8K","","Liên Hệ","","8GB DDR4","SSD 512GB NVMe","","14.0"" 2.8K OLED",,
"https://laptop88.vn/media/product/7064_dell_xps_13_9320_05_1642410122.jpg","[New Outlet] Laptop Dell XPS 13 Plus 9320 - Intel Core i5-1240p | 16GB DDR5 | 13.4 inch Full HD+ Touch","29.990.000đ","23.990.000 đ","","16GB DDR5","SSD 512GB NVMe","","13.4"" Full HD+ Touch",,
"https://laptop88.vn/media/product/7058_images__2_.jpg","[New 100%] Asus Zenbook UM3402YA KM074W - AMD Ryzen 5","","Liên Hệ","","8GB DDR4","SSD 512GB NVMe","","14"" 2.8K 100% DCI-P3",,
"https://laptop88.vn/media/product/7054_81s_bsvtmss__ac_sl1500_.jpg","Laptop Cũ Samsung Galaxy Book Pro 13 - Intel Core i7-1165G7","18.990.000đ","16.990.000 đ","","8GB LPDDR4","SSD 512GB NVMe","","15.6"" Full HD AmOLED",,
"https://laptop88.vn/media/product/7025_64403_laptop_asus_gaming_rog_strix_g713rm_5.png","[New 100%] Asus ROG Strix 2022 G17 G713RM-LL016W - AMD Ryzen 7 6800H | RTX 3060 6GB | RAM 16GB DDR5","","Liên Hệ","","16GB DDR5","SSD 512GB NVMe","Nvidia RTX 3060","17.3"" WQHD 240Hz",,
"https://laptop88.vn/media/product/pro_poster_7009.jpg","[New 100%] Laptop Dell Inspiron 5410 2 in 1 0FCNF / 6YC1N - Intel Core i5","","Liên Hệ","","8GB DDR4","SSD 256GB NVMe","","14.0"" Full HD",,
"https://laptop88.vn/media/product/pro_poster_7002.jpg","[New 100%] Laptop Gaming Asus TUF 2022 F15 FX507ZC-HN124W - Intel Core i7 12700H | RTX 3050 | 8GB DDR5","","Liên Hệ","","8GB DDR5 ","SSD 512GB NVMe","NVIDIA RTX™ 3050","15.6"" Full HD 144Hz",,
"https://laptop88.vn/media/product/6992_","[New 100%] Laptop Asus Vivobook Pro M3500QC-L1388W - AMD Ryzen 5","","Liên Hệ","","16GB DDR4","SSD 512GB NVMe","Nvidia RTX 3050 Max-Q","15.6"" Full HD 100% sRGB",,
"https://laptop88.vn/media/product/pro_poster_6991.jpg","[New 100%] Laptop Asus Vivobook Pro OLED M3500QC-L1327W - AMD Ryzen 7","","Liên Hệ","","16GB DDR4","SSD 512GB NVMe","Nvidia RTX 3050 Max-Q","15.6"" Full HD 100% sRGB",,
"https://laptop88.vn/media/product/6988_asus_vivobook_pro_oled_m3401qa_r5_km006w_2.jpg","[New 100%] Laptop Asus Vivobook Pro M3401QA-KM006W - AMD Ryzen 5","","Liên Hệ","AMD R5-5600H","8GB DDR4 ","SSD 512GB NVMe","AMD Radeon Graphics","14"" WQXGA+ 90Hz ",,
"https://laptop88.vn/media/product/pro_poster_6987.jpg","[New 100%] Laptop Asus Vivobook A14 A415EA-EB1750W - Intel Core i3","","Liên Hệ","i3 - 1125G4","8GB DDR4","SSD 256GB","Intel UHD Graphics","14"" Full HD",,
"https://laptop88.vn/media/product/6986_6896_60965_laptop_asus_vivobook_a515ep_bq630t_win10_bac_5.png","[New 100%] Laptop Asus Vivobook 15 A515EA-BQ1530W - Intel Core i3","","Liên Hệ","Intel Core i3-1115G4","4GB DDR4 ","SSD 512GB NVMe","Intel UHD Graphics","15.6 inch Full HD",,
"https://laptop88.vn/media/product/pro_poster_6977.jpg","Laptop Cũ Samsung Galaxy Book Flex 2 Alpha - Intel Core i5","16.990.000đ","12.790.000 đ","","8GB DDR4","SSD 256GB NVMe","","",,
"https://laptop88.vn/media/product/6972_62699_laptop_hp_15_dy2089ms_13.jpg","[New 100%] Laptop HP 15 dy2089ms 4W2K3UA - Intel Core i7","","Liên Hệ","","12GB DDR4","SSD 256GB NVMe","","15.6"" Full HD",,
"https://laptop88.vn/media/product/pro_poster_6941.jpg","[New 100%] Lenovo Thinkpad E14 Gen 2 ITU 20TA00ABVA - Intel Core i5","","Liên Hệ","i5-1135G7","8GB DDR4","SSD 512GB","Iris Xe Graphics","14"" Full HD IPS",,
