"image","name","oldPrice","currentPrice","CPU","RAM","Ổ cứng","Card","M.Hình","Optional","Card rời"
"https://laptop88.vn/media/product/6925__m___i_100__full_box__laptop_asus_tuf_gaming_f15_fx506lh_hn188w___intel_core_i5.png","[New 100%] Laptop Asus TUF Gaming F15 FX506LHB-HN188W - Intel Core i5","","Liên Hệ","","8GB DDR4 ","SSD 512GB NVMe","Geforce GTX 1650","15.6"" Full HD 144Hz",,
"https://laptop88.vn/media/product/pro_poster_6924.jpg","[New 100%] Laptop Lenovo Legion Slim 5 16IRH8 82YA00BUVN | Intel Core i7-13700H | RTX 4060 | 16 inch 2K 165Hz 100% sRGB","49.990.000đ","36.490.000 đ","","16GB DDR5","SSD 512GB NVMe","Nvidia RTX 4060","16"" 2K 165Hz 100% sRGB",,
"https://laptop88.vn/media/product/pro_poster_6895.jpg","[New 100%] Laptop Asus Vivobook A515EA-L12033W - Intel Core i5","","Liên Hệ","","8GB DDR4","SSD 512GB NVMe","","15.6"" Full HD Oled",,
"https://laptop88.vn/media/product/6835_gigabyte_aero_15_oled_kd_72s1623gh_1.png","[New 100%] Laptop GIGABYTE AERO 15 OLED KD-72S1623GH - Intel Core i7","","Liên Hệ","","16GB DDR4","SSD 512GB NVMe","Nvidia RTX 3060","15.6"" 4K 113% sRGB",,
"https://laptop88.vn/media/product/pro_poster_6828.jpg","[New 100%] Laptop Asus ZenBook Flip Evo UX363EA HP726W - Intel Core i5 ","","Liên Hệ","Intel Core i5-1135G7","8GB DDR4","SSD 512GB NVMe","Intel Iris Xe Graphics","13.3"" OLED 100% sRGB",,
"https://laptop88.vn/media/product/pro_poster_6823.jpg","[New 100%] Laptop Asus Vivobook A15 A515EA L12033T - Intel Core i5","","Liên Hệ","","8GB DDR4","SSD 512GB NVMe","","15.6"" Full HD",,
"https://laptop88.vn/media/product/pro_poster_6821.jpg","[New 100%] Laptop Asus Vivobook X515EP EJ405W - Intel Core i5","","Liên Hệ","Intel Core i5-1135G7","8GB DDR4 ","SSD 512GB NVMe","Nvidia MX330","15.6 inch Full HD",,
"https://laptop88.vn/media/product/6807_anb_dell_xps_13_9305.jpg","[New Outlet] Laptop Dell XPS 13 9305 - Intel Core i5-1135G7 | 13.3 inch Full HD","20.990.000đ","15.990.000 đ","i5 - 1135G7","8GB DDR4","SSD 512GB","Iris Xe Graphics","13.3"" Full HD",,
"https://laptop88.vn/media/product/6756_zenbook_13_oled_ux325_7.jpg","[New 100%] Laptop Asus Zenbook UX325EA KG656W - Intel Core i5 | 13.3 Inch Full HD OLED","","Liên Hệ","Core i5 - 1135G7","8GB LPDDR4","SSD 512GB NVMe","","",,
"https://laptop88.vn/media/product/pro_poster_6731.jpg","[New 100%] Laptop Dell Inspiron 14 5415 R1505S | 5415 R1602S | 5415 R2602S  - AMD Ryzen 5","","Liên Hệ","","16GB DDR4 ","SSD 512GB NVMe","","14.0"" Full HD",,
"https://laptop88.vn/media/product/pro_poster_6659.jpg","[New Outlet] Laptop HP VICTUS 16-e1107AX 7C140PA - AMD Ryzen 5 - 6600H | 8GB | RTX 3050 4GB | 16.1 Inch Full HD 144hz","25.990.000đ","15.990.000 đ","R5 - 6600H","8GB DDR5","SSD 512GB NMVe","","16.1"" Full HD 144Hz",,
"https://laptop88.vn/media/product/pro_poster_6622.jpg","[Mới 100% Full Box] Laptop Dell Latitude 3520 6VWHT - Intel Core i5-1135G7 | 15.6 inch Ful HD","","Liên Hệ","i5 1135G7","8GB DDR4","SSD 256GB ","Intel Iris Xe Graphics","15.6"" Full HD",,
"https://laptop88.vn/media/product/pro_poster_6616.jpg","[New 100%] Laptop Dell Inspiron 3505-0M1T4 - AMD Ryzen 5","","Liên Hệ","Ryzen 5-3450U","8GB DDR4","SSD 256GB NVMe","Radeon Vega 8","15.6"" Full HD",,
"https://laptop88.vn/media/product/6459_6195____nh_n___i_b___t_th__ng_macbook_air_13_late_2020__6_.png","[New 100%] Macbook Air 13 Late 2020 (Z124000DF/Z127000DF)   - M1 16GB SSD 512GB - Chính hãng","","Liên Hệ","M1 8 Core","16GB","SSD 512GB ","","",,
"https://laptop88.vn/media/product/6200_18521_hp_pavilion_14_dv0005tu_2d7a1pa.jpg","Laptop Cũ HP Pavilion 14-DV - Intel Core i3-1215u | 14 inch Full HD","14.990.000đ","9.890.000 đ","","8GB","SSD 256GB","","14 inch Full HD",,
"https://laptop88.vn/media/product/pro_poster_6197.jpg","[New 100%] Macbook Pro 13 Late 2020 - M1 16GB SSD 512GB - Chính hãng","","Liên Hệ","","16GB ","SSD 512GB ","","",,
"https://laptop88.vn/media/product/pro_poster_6196.jpg","[New 100%] HÀNG CÓ SẴN Macbook Pro 13 Late 2020 Z11B000CT - M1 16GB SSD 256GB - Chính hãng","","Liên Hệ","","16GB","SSD 256GB ","","",,
"https://laptop88.vn/media/product/pro_poster_6195.jpg","[New 100%] Macbook Air 13 Late 2020 (Z12B000BR/Z128000BR)   - M1 16GB SSD 512GB - Chính hãng","","Liên Hệ","","16GB ","SSD 512GB","","",,
"https://laptop88.vn/media/product/pro_poster_6194.jpg","[New 100%] Macbook Air 13 Late 2020 Z124000DE - M1 16GB SSD 256GB - Chính hãng","","Liên Hệ","","16GB","SSD 256GB","","",,
"https://laptop88.vn/media/product/6064_vostro_5402_gray.png","[New Outlet] Laptop Dell Vostro 5402 - Intel Core i7-1165G7 | 16GB DDR4 | MX330 | 14 inch Full HD","22.990.000đ","14.290.000 đ","i7 - 1165G7","16GB DDR4","SSD 512B ","Card rời MX330","14"" Full HD",,
"https://laptop88.vn/media/product/pro_poster_5920.jpg","[New 100%] Macbook Pro 13 Late 2020 (MYD92SA/MYDC2SA) - Chip M1 8 Core - SSD 512GB - Chính hãng","","Liên Hệ","","8GB ","SSD 512GB ","","",,
"https://laptop88.vn/media/product/pro_poster_5912.jpg","[New 100%] Macbook Air 13 Late 2020 (MGN73SA/MGNA3SA/MGNE3SA) - Chip M1 8 Core - SSD 512GB - Chính hãng","","Liên Hệ","","8GB ","SSD 512GB","","",,
"https://laptop88.vn/media/product/5762_dell_g5_15_5500.jpg","Laptop Cũ Dell Inspiron G5 15 5500 - Intel Core i7-10750H | GTX 1650Ti / RTX 2060 | 15.6 inch Full HD","","Liên Hệ","i7-10750H","16GB DDR4","SSD 512GB","GTX 1650Ti/ RTX 2060","15.6'' Full HD",,
"https://laptop88.vn/media/product/pro_poster_5665.jpg","[New 100%] Laptop MSI GF63 Thin 12UCX-898US - Intel Core i5-12450H | RTX 2050 | 15.6 inch Full HD","23.990.000đ","14.390.000 đ","","8GB DDR4","SSD 1TB NVMe","","15.6"" Full HD",,
"https://laptop88.vn/media/product/pro_poster_5360.jpg","Laptop Cũ HP ProBook 440 G7 - Intel Core i5-10210u | 14 inch Full HD","13.990.000đ","8.690.000 đ","i5 10210U","8GB DDR4","SSD 256GB","Intel UHD Graphics","14"" Full HD",,
"https://laptop88.vn/media/product/pro_poster_5310.jpg","[New 100%] Laptop HP 348 G7 4S8Z9PA - Intel Core i5-10210U | 14 inch Full HD","14.490.000đ","9.990.000 đ","i5-10210U","8GB DDR4","SSD 512GB","Intel UHD Graphics","14 inch Full HD",,
"https://laptop88.vn/media/product/pro_poster_5100.jpg","Laptop Cũ Dell XPS 13 9370 - Intel Core i5","","Liên Hệ","i5 - 8250U","16GB LPDDR3L","SSD 240GB","Intel UHD 620","13.3'' Full HD",,
"https://laptop88.vn/media/product/pro_poster_4526.jpg","Laptop cũ HP Elitebook x360 1040 G5 - Intel Core i5 | 14 inch Full HD","10.990.000đ","9.390.000 đ","","8GB LPDDR4","SSD 256GB ","UHD 620","14 inch FHD",,
